ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100000076,0,single,66.0,university,157299.0,management / self-employed / highly qualified employee / officer,2.0
100000077,0,single,34.0,high school,125187.0,skilled employee / official,1.0
100000078,0,single,51.0,high school,155486.0,skilled employee / official,2.0
100000079,0,single,39.0,high school,151697.0,unemployed / unskilled,0.0
100000080,0,non-single (divorced / separated / married / widowed),22.0,,126400.0,skilled employee / official,1.0
100000081,1,non-single (divorced / separated / married / widowed),44.0,,159246.0,skilled employee / official,2.0
100000082,0,single,47.0,high school,136138.0,skilled employee / official,1.0
100000083,1,non-single (divorced / separated / married / widowed),24.0,high school,84792.0,unemployed / unskilled,0.0
100000084,1,non-single (divorced / separated / married / widowed),58.0,university,100210.0,unemployed / unskilled,0.0
100000085,0,single,52.0,high school,93706.0,unemployed / unskilled,0.0
100000086,1,non-single (divorced / separated / married / widowed),29.0,high school,133783.0,management / self-employed / highly qualified employee / officer,1.0
100000087,1,non-single (divorced / separated / married / widowed),27.0,high school,110064.0,skilled employee / official,2.0
100000088,0,single,47.0,high school,241068.0,skilled employee / official,1.0
100000089,0,single,30.0,other / unknown,149022.0,management / self-employed / highly qualified employee / officer,2.0
100000090,0,single,28.0,other / unknown,92973.0,skilled employee / official,2.0
100000091,0,single,56.0,high school,110605.0,skilled employee / official,1.0
100000092,0,single,54.0,high school,116604.0,skilled employee / official,1.0
100000093,1,non-single (divorced / separated / married / widowed),33.0,high school,71070.0,unemployed / unskilled,0.0
100000094,0,single,20.0,other / unknown,128678.0,skilled employee / official,1.0
100000095,0,single,54.0,high school,165230.0,skilled employee / official,
100000096,0,single,58.0,university,268340.0,skilled employee / official,1.0
100000097,1,non-single (divorced / separated / married / widowed),61.0,university,135070.0,skilled employee / official,
100000098,0,single,34.0,high school,134794.0,skilled employee / official,2.0
100000099,0,single,36.0,high school,120153.0,skilled employee / official,1.0
100000100,0,,36.0,high school,195465.0,management / self-employed / highly qualified employee / officer,2.0
100000101,0,non-single (divorced / separated / married / widowed),41.0,high school,93372.0,unemployed / unskilled,0.0
100000102,0,single,24.0,,110446.0,skilled employee / official,0.0
100000103,1,non-single (divorced / separated / married / widowed),24.0,high school,95186.0,skilled employee / official,1.0
100000104,0,single,35.0,high school,115343.0,skilled employee / official,1.0
100000105,0,non-single (divorced / separated / married / widowed),26.0,high school,107276.0,skilled employee / official,1.0
100000106,0,single,39.0,high school,244716.0,management / self-employed / highly qualified employee / officer,2.0
100000107,0,single,39.0,high school,183108.0,management / self-employed / highly qualified employee / officer,2.0
100000108,0,single,32.0,other / unknown,152876.0,skilled employee / official,2.0
100000109,1,non-single (divorced / separated / married / widowed),30.0,high school,165147.0,skilled employee / official,0.0
100000110,0,non-single (divorced / separated / married / widowed),,high school,140520.0,skilled employee / official,0.0
100000111,0,non-single (divorced / separated / married / widowed),31.0,high school,124203.0,skilled employee / official,1.0
100000112,1,,23.0,high school,107205.0,skilled employee / official,1.0
100000113,0,single,28.0,other / unknown,121432.0,unemployed / unskilled,2.0
100000114,1,non-single (divorced / separated / married / widowed),25.0,high school,162445.0,skilled employee / official,0.0
100000115,0,non-single (divorced / separated / married / widowed),35.0,high school,134112.0,skilled employee / official,1.0
100000116,0,single,47.0,high school,131842.0,skilled employee / official,1.0
100000117,1,non-single (divorced / separated / married / widowed),30.0,,189896.0,management / self-employed / highly qualified employee / officer,0.0
100000118,1,non-single (divorced / separated / married / widowed),27.0,high school,109099.0,skilled employee / official,2.0
100000119,1,non-single (divorced / separated / married / widowed),23.0,high school,153539.0,skilled employee / official,1.0
100000120,0,non-single (divorced / separated / married / widowed),36.0,high school,180495.0,management / self-employed / highly qualified employee / officer,
100000121,1,non-single (divorced / separated / married / widowed),25.0,high school,104653.0,skilled employee / official,2.0
100000122,1,non-single (divorced / separated / married / widowed),41.0,university,166933.0,management / self-employed / highly qualified employee / officer,2.0
100000123,0,single,24.0,other / unknown,66118.0,unemployed / unskilled,0.0
100000124,0,single,63.0,university,135754.0,skilled employee / official,
100000125,1,,27.0,high school,116103.0,skilled employee / official,2.0
100000126,0,single,30.0,other / unknown,104293.0,skilled employee / official,1.0
100000127,0,non-single (divorced / separated / married / widowed),40.0,high school,71702.0,unemployed / unskilled,0.0
100000128,0,single,30.0,other / unknown,99066.0,skilled employee / official,2.0
100000129,0,,34.0,high school,143979.0,management / self-employed / highly qualified employee / officer,2.0
100000130,1,non-single (divorced / separated / married / widowed),29.0,high school,123818.0,skilled employee / official,0.0
100000131,1,non-single (divorced / separated / married / widowed),24.0,,176714.0,skilled employee / official,2.0
100000132,0,single,29.0,other / unknown,149249.0,skilled employee / official,2.0
100000133,0,single,27.0,,77535.0,unemployed / unskilled,0.0
100000134,0,single,47.0,,116540.0,skilled employee / official,1.0
100000135,1,non-single (divorced / separated / married / widowed),21.0,high school,194728.0,skilled employee / official,
100000136,1,non-single (divorced / separated / married / widowed),38.0,high school,109311.0,skilled employee / official,2.0
100000137,0,single,27.0,other / unknown,204723.0,skilled employee / official,2.0
100000138,0,single,66.0,university,126003.0,unemployed / unskilled,0.0
100000139,0,single,35.0,high school,123109.0,skilled employee / official,1.0
100000140,1,non-single (divorced / separated / married / widowed),44.0,university,108251.0,unemployed / unskilled,0.0
100000141,0,non-single (divorced / separated / married / widowed),27.0,high school,89908.0,unemployed / unskilled,0.0
100000142,1,non-single (divorced / separated / married / widowed),30.0,,176057.0,management / self-employed / highly qualified employee / officer,1.0
100000143,0,single,27.0,other / unknown,144332.0,management / self-employed / highly qualified employee / officer,2.0
100000144,0,single,22.0,other / unknown,101185.0,skilled employee / official,1.0
100000145,1,non-single (divorced / separated / married / widowed),23.0,high school,107406.0,skilled employee / official,2.0
100000146,0,single,30.0,other / unknown,140665.0,skilled employee / official,1.0
100000147,1,non-single (divorced / separated / married / widowed),39.0,university,106461.0,skilled employee / official,0.0
100000148,1,non-single (divorced / separated / married / widowed),51.0,university,127825.0,skilled employee / official,0.0
100000149,0,single,28.0,other / unknown,133898.0,skilled employee / official,1.0
100000150,0,single,,high school,152383.0,skilled employee / official,2.0
100000151,0,single,42.0,high school,119926.0,skilled employee / official,
100000152,0,single,38.0,high school,108784.0,skilled employee / official,2.0
100000153,0,single,24.0,other / unknown,153286.0,skilled employee / official,1.0
100000154,1,non-single (divorced / separated / married / widowed),29.0,high school,214204.0,skilled employee / official,2.0
100000155,0,single,36.0,high school,208101.0,management / self-employed / highly qualified employee / officer,2.0
100000156,1,non-single (divorced / separated / married / widowed),20.0,high school,95355.0,skilled employee / official,1.0
100000157,0,single,48.0,,124156.0,skilled employee / official,1.0
100000158,0,non-single (divorced / separated / married / widowed),45.0,,72215.0,unemployed / unskilled,0.0
100000159,0,single,38.0,high school,146529.0,skilled employee / official,2.0
100000160,0,single,34.0,,75343.0,unemployed / unskilled,0.0
100000161,0,single,36.0,high school,129789.0,skilled employee / official,1.0
100000162,1,non-single (divorced / separated / married / widowed),30.0,high school,101153.0,skilled employee / official,1.0
100000163,0,single,36.0,high school,127833.0,skilled employee / official,2.0
100000164,0,single,70.0,university,224998.0,management / self-employed / highly qualified employee / officer,2.0
100000165,0,single,36.0,high school,124445.0,skilled employee / official,2.0
100000166,0,single,,other / unknown,141116.0,skilled employee / official,1.0
100000167,1,non-single (divorced / separated / married / widowed),33.0,high school,104276.0,skilled employee / official,2.0
100000168,1,non-single (divorced / separated / married / widowed),20.0,,147687.0,skilled employee / official,2.0
100000169,1,non-single (divorced / separated / married / widowed),25.0,,125168.0,skilled employee / official,1.0
100000170,0,non-single (divorced / separated / married / widowed),31.0,high school,115369.0,skilled employee / official,2.0
100000171,0,single,33.0,high school,95445.0,skilled employee / official,
100000172,1,non-single (divorced / separated / married / widowed),26.0,,95159.0,skilled employee / official,1.0
100000173,1,non-single (divorced / separated / married / widowed),34.0,high school,153031.0,management / self-employed / highly qualified employee / officer,2.0
100000174,0,single,33.0,high school,108899.0,skilled employee / official,
100000175,0,single,26.0,other / unknown,113515.0,skilled employee / official,
100000176,1,non-single (divorced / separated / married / widowed),53.0,university,211229.0,management / self-employed / highly qualified employee / officer,0.0
100000177,0,non-single (divorced / separated / married / widowed),42.0,university,121307.0,skilled employee / official,0.0
100000178,0,single,52.0,,131727.0,skilled employee / official,2.0
100000179,0,single,31.0,other / unknown,133574.0,management / self-employed / highly qualified employee / officer,
100000180,0,single,65.0,university,117334.0,skilled employee / official,0.0
100000181,0,non-single (divorced / separated / married / widowed),28.0,high school,177291.0,skilled employee / official,2.0
100000182,0,non-single (divorced / separated / married / widowed),30.0,high school,168763.0,management / self-employed / highly qualified employee / officer,1.0
100000183,0,single,40.0,high school,77720.0,unemployed / unskilled,0.0
100000184,0,single,50.0,high school,176645.0,skilled employee / official,2.0
100000185,0,single,36.0,high school,106205.0,skilled employee / official,
100000186,0,single,31.0,other / unknown,97785.0,skilled employee / official,1.0
100000187,1,non-single (divorced / separated / married / widowed),74.0,graduate school,214364.0,management / self-employed / highly qualified employee / officer,1.0
100000188,0,single,68.0,university,74525.0,unemployed / unskilled,0.0
100000189,0,non-single (divorced / separated / married / widowed),20.0,high school,98988.0,skilled employee / official,0.0
100000190,1,non-single (divorced / separated / married / widowed),33.0,high school,133561.0,skilled employee / official,
100000191,0,single,54.0,high school,217651.0,management / self-employed / highly qualified employee / officer,2.0
100000192,0,single,34.0,high school,116525.0,unemployed / unskilled,0.0
100000193,0,single,36.0,high school,135302.0,skilled employee / official,2.0
100000194,0,non-single (divorced / separated / married / widowed),29.0,high school,106434.0,skilled employee / official,1.0
100000195,0,single,21.0,other / unknown,128350.0,skilled employee / official,2.0
100000196,1,non-single (divorced / separated / married / widowed),34.0,high school,147626.0,management / self-employed / highly qualified employee / officer,2.0
100000197,1,non-single (divorced / separated / married / widowed),,high school,102697.0,skilled employee / official,0.0
100000198,1,non-single (divorced / separated / married / widowed),27.0,high school,120262.0,skilled employee / official,0.0
100000199,0,single,36.0,high school,124214.0,skilled employee / official,2.0
100000200,0,non-single (divorced / separated / married / widowed),40.0,,175223.0,management / self-employed / highly qualified employee / officer,1.0
100000201,0,single,52.0,high school,137467.0,skilled employee / official,0.0
100000202,0,non-single (divorced / separated / married / widowed),27.0,high school,65815.0,unemployed / unskilled,0.0
100000203,0,single,26.0,other / unknown,129864.0,skilled employee / official,1.0
100000204,0,non-single (divorced / separated / married / widowed),21.0,high school,88475.0,skilled employee / official,1.0
100000205,0,single,38.0,high school,74666.0,unemployed / unskilled,0.0
100000206,0,single,38.0,high school,222294.0,management / self-employed / highly qualified employee / officer,2.0
100000207,0,single,43.0,high school,112878.0,skilled employee / official,0.0
100000208,0,single,26.0,other / unknown,103411.0,skilled employee / official,2.0
100000209,0,non-single (divorced / separated / married / widowed),21.0,high school,112868.0,unemployed / unskilled,0.0
100000210,0,single,55.0,high school,157940.0,skilled employee / official,2.0
100000211,0,,33.0,high school,115835.0,skilled employee / official,2.0
100000212,1,non-single (divorced / separated / married / widowed),45.0,university,109807.0,unemployed / unskilled,0.0
100000213,0,,50.0,high school,150699.0,skilled employee / official,1.0
100000214,0,single,66.0,university,178967.0,management / self-employed / highly qualified employee / officer,0.0
100000215,0,single,51.0,high school,132767.0,skilled employee / official,0.0
100000216,1,non-single (divorced / separated / married / widowed),39.0,,86152.0,unemployed / unskilled,0.0
100000217,0,single,31.0,other / unknown,114528.0,skilled employee / official,2.0
100000218,0,single,23.0,other / unknown,133912.0,skilled employee / official,1.0
100000219,0,non-single (divorced / separated / married / widowed),24.0,high school,81210.0,unemployed / unskilled,0.0
100000220,1,non-single (divorced / separated / married / widowed),64.0,graduate school,131242.0,skilled employee / official,0.0
100000221,0,non-single (divorced / separated / married / widowed),26.0,high school,68804.0,unemployed / unskilled,0.0
100000222,1,non-single (divorced / separated / married / widowed),23.0,high school,96961.0,skilled employee / official,1.0
100000223,0,single,30.0,other / unknown,90719.0,skilled employee / official,2.0
100000224,0,single,32.0,other / unknown,114116.0,skilled employee / official,1.0
100000225,0,single,30.0,other / unknown,128639.0,skilled employee / official,1.0
100000226,0,single,27.0,other / unknown,106623.0,skilled employee / official,1.0
100000227,0,single,27.0,other / unknown,236264.0,skilled employee / official,1.0
100000228,0,single,53.0,high school,207783.0,management / self-employed / highly qualified employee / officer,1.0
100000229,0,single,22.0,other / unknown,91739.0,skilled employee / official,1.0
100000230,0,single,22.0,other / unknown,,skilled employee / official,2.0
100000231,0,single,26.0,other / unknown,139157.0,skilled employee / official,2.0
100000232,0,single,51.0,high school,121751.0,unemployed / unskilled,0.0
100000233,0,single,35.0,high school,121974.0,skilled employee / official,0.0
100000234,0,non-single (divorced / separated / married / widowed),25.0,high school,70320.0,unemployed / unskilled,0.0
100000235,0,single,42.0,high school,,unemployed / unskilled,0.0
100000236,0,single,30.0,other / unknown,131433.0,management / self-employed / highly qualified employee / officer,0.0
100000237,0,single,23.0,other / unknown,167076.0,unemployed / unskilled,2.0
100000238,0,non-single (divorced / separated / married / widowed),61.0,university,130788.0,unemployed / unskilled,0.0
100000239,1,non-single (divorced / separated / married / widowed),35.0,high school,107408.0,skilled employee / official,1.0
100000240,0,single,39.0,high school,,skilled employee / official,1.0
100000241,1,non-single (divorced / separated / married / widowed),29.0,high school,99012.0,skilled employee / official,0.0
100000242,0,single,51.0,high school,115996.0,skilled employee / official,1.0
100000243,0,single,24.0,other / unknown,123353.0,skilled employee / official,1.0
100000244,1,non-single (divorced / separated / married / widowed),27.0,high school,100008.0,skilled employee / official,0.0
100000245,1,non-single (divorced / separated / married / widowed),35.0,high school,125105.0,unemployed / unskilled,0.0
100000246,0,single,25.0,other / unknown,92020.0,skilled employee / official,2.0
100000247,0,single,52.0,high school,108365.0,skilled employee / official,2.0
100000248,0,,35.0,high school,112979.0,skilled employee / official,0.0
100000249,0,single,26.0,other / unknown,117221.0,skilled employee / official,1.0
100000250,1,non-single (divorced / separated / married / widowed),22.0,high school,88800.0,skilled employee / official,2.0
100000251,1,non-single (divorced / separated / married / widowed),39.0,university,115099.0,unemployed / unskilled,0.0
100000252,1,,46.0,university,113399.0,unemployed / unskilled,0.0
100000253,1,non-single (divorced / separated / married / widowed),24.0,high school,115879.0,skilled employee / official,1.0
100000254,0,single,35.0,high school,141270.0,skilled employee / official,2.0
100000255,0,,24.0,other / unknown,107633.0,skilled employee / official,1.0
100000256,0,single,27.0,other / unknown,131751.0,unemployed / unskilled,0.0
100000257,0,single,35.0,,83687.0,unemployed / unskilled,0.0
100000258,0,non-single (divorced / separated / married / widowed),29.0,high school,106828.0,skilled employee / official,2.0
100000259,1,non-single (divorced / separated / married / widowed),23.0,high school,135537.0,skilled employee / official,1.0
100000260,1,non-single (divorced / separated / married / widowed),57.0,university,107142.0,unemployed / unskilled,0.0
100000261,0,single,27.0,other / unknown,97446.0,skilled employee / official,1.0
100000262,1,non-single (divorced / separated / married / widowed),55.0,university,126357.0,skilled employee / official,2.0
100000263,0,single,36.0,high school,169617.0,management / self-employed / highly qualified employee / officer,1.0
100000264,1,non-single (divorced / separated / married / widowed),57.0,university,108945.0,unemployed / unskilled,0.0
100000265,0,single,32.0,other / unknown,67345.0,unemployed / unskilled,0.0
100000266,0,single,37.0,high school,106215.0,skilled employee / official,0.0
100000267,0,single,36.0,high school,149237.0,skilled employee / official,0.0
100000268,1,non-single (divorced / separated / married / widowed),38.0,high school,112124.0,skilled employee / official,0.0
100000269,0,non-single (divorced / separated / married / widowed),45.0,university,215150.0,management / self-employed / highly qualified employee / officer,2.0
100000270,0,single,25.0,other / unknown,89534.0,skilled employee / official,1.0
100000271,0,single,32.0,other / unknown,111082.0,skilled employee / official,2.0
100000272,1,non-single (divorced / separated / married / widowed),37.0,high school,137069.0,skilled employee / official,1.0
100000273,0,single,36.0,high school,244541.0,management / self-employed / highly qualified employee / officer,2.0
100000274,0,single,28.0,other / unknown,120712.0,skilled employee / official,1.0
100000275,0,non-single (divorced / separated / married / widowed),34.0,high school,175367.0,unemployed / unskilled,0.0
100000276,0,,32.0,other / unknown,111418.0,skilled employee / official,1.0
100000277,1,non-single (divorced / separated / married / widowed),26.0,high school,110913.0,skilled employee / official,0.0
100000278,0,non-single (divorced / separated / married / widowed),49.0,university,84267.0,unemployed / unskilled,0.0
100000279,1,non-single (divorced / separated / married / widowed),32.0,high school,136886.0,skilled employee / official,2.0
100000280,0,single,29.0,other / unknown,144884.0,management / self-employed / highly qualified employee / officer,2.0
100000281,0,single,23.0,other / unknown,151180.0,skilled employee / official,1.0
100000282,0,,50.0,high school,114997.0,skilled employee / official,
100000283,0,single,49.0,high school,100961.0,unemployed / unskilled,0.0
100000284,0,single,63.0,university,124849.0,skilled employee / official,2.0
100000285,0,non-single (divorced / separated / married / widowed),37.0,,152308.0,skilled employee / official,2.0
100000286,1,non-single (divorced / separated / married / widowed),35.0,high school,167945.0,unemployed / unskilled,1.0
100000287,0,single,26.0,other / unknown,126706.0,skilled employee / official,2.0
100000288,0,single,31.0,other / unknown,,management / self-employed / highly qualified employee / officer,2.0
100000289,1,non-single (divorced / separated / married / widowed),49.0,university,125665.0,skilled employee / official,1.0
100000290,0,non-single (divorced / separated / married / widowed),48.0,university,111184.0,skilled employee / official,1.0
100000291,0,non-single (divorced / separated / married / widowed),26.0,high school,94134.0,skilled employee / official,0.0
100000292,0,non-single (divorced / separated / married / widowed),28.0,high school,214620.0,management / self-employed / highly qualified employee / officer,1.0
100000293,1,non-single (divorced / separated / married / widowed),44.0,university,193816.0,management / self-employed / highly qualified employee / officer,1.0
100000294,0,single,56.0,high school,168714.0,skilled employee / official,1.0
100000295,0,non-single (divorced / separated / married / widowed),46.0,university,202997.0,management / self-employed / highly qualified employee / officer,1.0
100000296,1,non-single (divorced / separated / married / widowed),26.0,high school,192451.0,skilled employee / official,2.0
100000297,1,non-single (divorced / separated / married / widowed),20.0,high school,127928.0,skilled employee / official,2.0
100000298,0,,45.0,,78253.0,unemployed / unskilled,0.0
100000299,0,single,,high school,118446.0,skilled employee / official,1.0
100000300,0,single,32.0,other / unknown,161379.0,skilled employee / official,2.0
100000301,1,non-single (divorced / separated / married / widowed),54.0,university,56622.0,unemployed / unskilled,0.0
100000302,1,non-single (divorced / separated / married / widowed),42.0,university,146117.0,skilled employee / official,1.0
100000303,0,single,37.0,high school,,unemployed / unskilled,0.0
100000304,0,single,49.0,,109053.0,skilled employee / official,0.0
100000305,0,single,44.0,high school,219319.0,skilled employee / official,0.0
100000306,0,non-single (divorced / separated / married / widowed),,high school,144701.0,skilled employee / official,
100000307,1,non-single (divorced / separated / married / widowed),24.0,high school,102425.0,unemployed / unskilled,0.0
100000308,0,non-single (divorced / separated / married / widowed),33.0,high school,79867.0,unemployed / unskilled,0.0
100000309,1,non-single (divorced / separated / married / widowed),24.0,high school,107114.0,skilled employee / official,2.0
100000310,0,non-single (divorced / separated / married / widowed),22.0,high school,62263.0,unemployed / unskilled,0.0
100000311,0,single,40.0,high school,92567.0,unemployed / unskilled,0.0
100000312,0,single,25.0,other / unknown,146349.0,skilled employee / official,0.0
100000313,1,non-single (divorced / separated / married / widowed),26.0,high school,141825.0,skilled employee / official,1.0
100000314,0,non-single (divorced / separated / married / widowed),25.0,high school,68582.0,unemployed / unskilled,0.0
100000315,0,single,29.0,other / unknown,85476.0,unemployed / unskilled,0.0
100000316,0,single,31.0,other / unknown,111091.0,skilled employee / official,2.0
100000317,0,single,38.0,high school,67110.0,unemployed / unskilled,0.0
100000318,1,non-single (divorced / separated / married / widowed),48.0,,126154.0,unemployed / unskilled,0.0
100000319,0,single,32.0,other / unknown,92257.0,skilled employee / official,2.0
100000320,1,non-single (divorced / separated / married / widowed),27.0,,93605.0,unemployed / unskilled,0.0
100000321,0,non-single (divorced / separated / married / widowed),28.0,high school,165190.0,management / self-employed / highly qualified employee / officer,0.0
100000322,0,non-single (divorced / separated / married / widowed),32.0,high school,107195.0,skilled employee / official,0.0
100000323,0,single,34.0,high school,145059.0,management / self-employed / highly qualified employee / officer,0.0
100000324,0,single,28.0,other / unknown,148363.0,skilled employee / official,0.0
100000325,1,,36.0,,105681.0,skilled employee / official,2.0
100000326,0,single,39.0,,93732.0,unemployed / unskilled,0.0
100000327,0,single,49.0,high school,154778.0,skilled employee / official,2.0
100000328,1,non-single (divorced / separated / married / widowed),34.0,high school,149356.0,skilled employee / official,2.0
100000329,0,single,31.0,other / unknown,145670.0,skilled employee / official,1.0
100000330,0,single,,other / unknown,101589.0,skilled employee / official,2.0
100000331,0,single,,university,213333.0,management / self-employed / highly qualified employee / officer,1.0
100000332,1,non-single (divorced / separated / married / widowed),30.0,high school,122420.0,skilled employee / official,0.0
100000333,1,non-single (divorced / separated / married / widowed),24.0,high school,209856.0,management / self-employed / highly qualified employee / officer,1.0
100000334,1,non-single (divorced / separated / married / widowed),24.0,high school,181003.0,unemployed / unskilled,0.0
100000335,0,single,23.0,other / unknown,117804.0,skilled employee / official,1.0
100000336,0,non-single (divorced / separated / married / widowed),44.0,university,160650.0,management / self-employed / highly qualified employee / officer,1.0
100000337,1,non-single (divorced / separated / married / widowed),23.0,high school,84611.0,unemployed / unskilled,0.0
100000338,1,non-single (divorced / separated / married / widowed),24.0,high school,98479.0,skilled employee / official,2.0
100000339,0,single,28.0,other / unknown,122359.0,skilled employee / official,2.0
100000340,0,non-single (divorced / separated / married / widowed),31.0,high school,81394.0,unemployed / unskilled,0.0
100000341,1,non-single (divorced / separated / married / widowed),24.0,high school,150372.0,skilled employee / official,1.0
100000342,1,non-single (divorced / separated / married / widowed),26.0,high school,92385.0,unemployed / unskilled,0.0
100000343,0,non-single (divorced / separated / married / widowed),25.0,high school,149851.0,skilled employee / official,
100000344,0,single,33.0,,167939.0,management / self-employed / highly qualified employee / officer,1.0
100000345,0,single,37.0,high school,115426.0,unemployed / unskilled,0.0
