ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100000052,0,single,30,other / unknown,180196,management / self-employed / highly qualified employee / officer,2
100000053,0,single,25,other / unknown,92058,skilled employee / official,2
100000054,0,single,31,other / unknown,117158,skilled employee / official,0
100000055,0,single,57,university,135830,skilled employee / official,1
100000056,0,single,26,other / unknown,58258,unemployed / unskilled,0
100000057,0,single,52,high school,202575,management / self-employed / highly qualified employee / officer,2
100000058,1,non-single (divorced / separated / married / widowed),31,high school,183657,skilled employee / official,1
100000059,1,non-single (divorced / separated / married / widowed),23,high school,152267,management / self-employed / highly qualified employee / officer,1
100000060,1,non-single (divorced / separated / married / widowed),23,high school,115240,unemployed / unskilled,0
100000061,0,non-single (divorced / separated / married / widowed),27,high school,106955,skilled employee / official,2
100000062,0,single,50,high school,123641,skilled employee / official,1
100000063,0,single,61,university,166410,management / self-employed / highly qualified employee / officer,1
100000064,0,single,25,other / unknown,227385,skilled employee / official,2
100000065,1,non-single (divorced / separated / married / widowed),26,high school,118372,skilled employee / official,1
100000066,0,single,48,high school,148115,skilled employee / official,1
100000067,1,non-single (divorced / separated / married / widowed),29,high school,111069,skilled employee / official,0
100000068,0,non-single (divorced / separated / married / widowed),22,high school,139780,skilled employee / official,0
100000069,0,single,37,high school,106978,skilled employee / official,2
100000070,1,non-single (divorced / separated / married / widowed),25,high school,110019,skilled employee / official,2
100000071,1,non-single (divorced / separated / married / widowed),30,high school,169102,skilled employee / official,1
100000072,0,single,46,high school,73703,unemployed / unskilled,0
100000073,0,single,51,high school,141858,management / self-employed / highly qualified employee / officer,2
100000074,1,non-single (divorced / separated / married / widowed),41,university,135959,unemployed / unskilled,0
100000075,0,single,40,high school,140888,management / self-employed / highly qualified employee / officer,2
100000076,0,single,66,university,157299,management / self-employed / highly qualified employee / officer,2
100000077,0,single,34,high school,125187,skilled employee / official,1
100000078,0,single,51,high school,155486,skilled employee / official,2
100000079,0,single,39,high school,151697,unemployed / unskilled,0
100000080,0,non-single (divorced / separated / married / widowed),22,high school,126400,skilled employee / official,1
100000081,1,non-single (divorced / separated / married / widowed),44,university,159246,skilled employee / official,2
100000082,0,single,47,high school,136138,skilled employee / official,1
100000083,1,non-single (divorced / separated / married / widowed),24,high school,84792,unemployed / unskilled,0
100000084,1,non-single (divorced / separated / married / widowed),58,university,100210,unemployed / unskilled,0
100000085,0,single,52,high school,93706,unemployed / unskilled,0
100000086,1,non-single (divorced / separated / married / widowed),29,high school,133783,management / self-employed / highly qualified employee / officer,1
100000087,1,non-single (divorced / separated / married / widowed),27,high school,110064,skilled employee / official,2
100000088,0,single,47,high school,241068,skilled employee / official,1
100000089,0,single,30,other / unknown,149022,management / self-employed / highly qualified employee / officer,2
100000090,0,single,28,other / unknown,92973,skilled employee / official,2
100000091,0,single,56,high school,110605,skilled employee / official,1
100000092,0,single,54,high school,116604,skilled employee / official,1
100000093,1,non-single (divorced / separated / married / widowed),33,high school,71070,unemployed / unskilled,0
100000094,0,single,20,other / unknown,128678,skilled employee / official,1
100000095,0,single,54,high school,165230,skilled employee / official,2
100000096,0,single,58,university,268340,skilled employee / official,1
100000097,1,non-single (divorced / separated / married / widowed),61,university,135070,skilled employee / official,1
100000098,0,single,34,high school,134794,skilled employee / official,2
100000099,0,single,36,high school,120153,skilled employee / official,1
100000100,0,single,36,high school,195465,management / self-employed / highly qualified employee / officer,2
100000101,0,non-single (divorced / separated / married / widowed),41,high school,93372,unemployed / unskilled,0
100000102,0,single,24,other / unknown,110446,skilled employee / official,0
100000103,1,non-single (divorced / separated / married / widowed),24,high school,95186,skilled employee / official,1
100000104,0,single,35,high school,115343,skilled employee / official,1
100000105,0,non-single (divorced / separated / married / widowed),26,high school,107276,skilled employee / official,1
100000106,0,single,39,high school,244716,management / self-employed / highly qualified employee / officer,2
100000107,0,single,39,high school,183108,management / self-employed / highly qualified employee / officer,2
100000108,0,single,32,other / unknown,152876,skilled employee / official,2
100000109,1,non-single (divorced / separated / married / widowed),30,high school,165147,skilled employee / official,0
100000110,0,non-single (divorced / separated / married / widowed),35,high school,140520,skilled employee / official,0
100000111,0,non-single (divorced / separated / married / widowed),31,high school,124203,skilled employee / official,1
100000112,1,non-single (divorced / separated / married / widowed),23,high school,107205,skilled employee / official,1
100000113,0,single,28,other / unknown,121432,unemployed / unskilled,2
100000114,1,non-single (divorced / separated / married / widowed),25,high school,162445,skilled employee / official,0
100000115,0,non-single (divorced / separated / married / widowed),35,high school,134112,skilled employee / official,1
100000116,0,single,47,high school,131842,skilled employee / official,1
100000117,1,non-single (divorced / separated / married / widowed),30,high school,189896,management / self-employed / highly qualified employee / officer,0
100000118,1,non-single (divorced / separated / married / widowed),27,high school,109099,skilled employee / official,2
100000119,1,non-single (divorced / separated / married / widowed),23,high school,153539,skilled employee / official,1
100000120,0,non-single (divorced / separated / married / widowed),36,high school,180495,management / self-employed / highly qualified employee / officer,1
100000121,1,non-single (divorced / separated / married / widowed),25,high school,104653,skilled employee / official,2
100000122,1,non-single (divorced / separated / married / widowed),41,university,166933,management / self-employed / highly qualified employee / officer,2
100000123,0,single,24,other / unknown,66118,unemployed / unskilled,0
100000124,0,single,63,university,135754,skilled employee / official,0
100000125,1,non-single (divorced / separated / married / widowed),27,high school,116103,skilled employee / official,2
100000126,0,single,30,other / unknown,104293,skilled employee / official,1
100000127,0,non-single (divorced / separated / married / widowed),40,high school,71702,unemployed / unskilled,0
100000128,0,single,30,other / unknown,99066,skilled employee / official,2
100000129,0,single,34,high school,143979,management / self-employed / highly qualified employee / officer,2
100000130,1,non-single (divorced / separated / married / widowed),29,high school,123818,skilled employee / official,0
100000131,1,non-single (divorced / separated / married / widowed),24,high school,176714,skilled employee / official,2
100000132,0,single,29,other / unknown,149249,skilled employee / official,2
100000133,0,single,27,other / unknown,77535,unemployed / unskilled,0
100000134,0,single,47,high school,116540,skilled employee / official,1
100000135,1,non-single (divorced / separated / married / widowed),21,high school,194728,skilled employee / official,0
100000136,1,non-single (divorced / separated / married / widowed),38,high school,109311,skilled employee / official,2
100000137,0,single,27,other / unknown,204723,skilled employee / official,2
100000138,0,single,66,university,126003,unemployed / unskilled,0
100000139,0,single,35,high school,123109,skilled employee / official,1
100000140,1,non-single (divorced / separated / married / widowed),44,university,108251,unemployed / unskilled,0
100000141,0,non-single (divorced / separated / married / widowed),27,high school,89908,unemployed / unskilled,0
100000142,1,non-single (divorced / separated / married / widowed),30,high school,176057,management / self-employed / highly qualified employee / officer,1
100000143,0,single,27,other / unknown,144332,management / self-employed / highly qualified employee / officer,2
100000144,0,single,22,other / unknown,101185,skilled employee / official,1
100000145,1,non-single (divorced / separated / married / widowed),23,high school,107406,skilled employee / official,2
100000146,0,single,30,other / unknown,140665,skilled employee / official,1
100000147,1,non-single (divorced / separated / married / widowed),39,university,106461,skilled employee / official,0
100000148,1,non-single (divorced / separated / married / widowed),51,university,127825,skilled employee / official,0
100000149,0,single,28,other / unknown,133898,skilled employee / official,1
100000150,0,single,46,high school,152383,skilled employee / official,2
100000151,0,single,42,high school,119926,skilled employee / official,0
100000152,0,single,38,high school,108784,skilled employee / official,2
100000153,0,single,24,other / unknown,153286,skilled employee / official,1
100000154,1,non-single (divorced / separated / married / widowed),29,high school,214204,skilled employee / official,2
100000155,0,single,36,high school,208101,management / self-employed / highly qualified employee / officer,2
100000156,1,non-single (divorced / separated / married / widowed),20,high school,95355,skilled employee / official,1
100000157,0,single,48,high school,124156,skilled employee / official,1
100000158,0,non-single (divorced / separated / married / widowed),45,university,72215,unemployed / unskilled,0
100000159,0,single,38,high school,146529,skilled employee / official,2
100000160,0,single,34,high school,75343,unemployed / unskilled,0
100000161,0,single,36,high school,129789,skilled employee / official,1
100000162,1,non-single (divorced / separated / married / widowed),30,high school,101153,skilled employee / official,1
100000163,0,single,36,high school,127833,skilled employee / official,2
100000164,0,single,70,university,224998,management / self-employed / highly qualified employee / officer,2
100000165,0,single,36,high school,124445,skilled employee / official,2
100000166,0,single,32,other / unknown,141116,skilled employee / official,1
100000167,1,non-single (divorced / separated / married / widowed),33,high school,104276,skilled employee / official,2
100000168,1,non-single (divorced / separated / married / widowed),20,high school,147687,skilled employee / official,2
100000169,1,non-single (divorced / separated / married / widowed),25,high school,125168,skilled employee / official,1
100000170,0,non-single (divorced / separated / married / widowed),31,high school,115369,skilled employee / official,2
100000171,0,single,33,high school,95445,skilled employee / official,0
100000172,1,non-single (divorced / separated / married / widowed),26,high school,95159,skilled employee / official,1
100000173,1,non-single (divorced / separated / married / widowed),34,high school,153031,management / self-employed / highly qualified employee / officer,2
100000174,0,single,33,high school,108899,skilled employee / official,0
100000175,0,single,26,other / unknown,113515,skilled employee / official,1
100000176,1,non-single (divorced / separated / married / widowed),53,university,211229,management / self-employed / highly qualified employee / officer,0
100000177,0,non-single (divorced / separated / married / widowed),42,university,121307,skilled employee / official,0
100000178,0,single,52,high school,131727,skilled employee / official,2
100000179,0,single,31,other / unknown,133574,management / self-employed / highly qualified employee / officer,1
100000180,0,single,65,university,117334,skilled employee / official,0
100000181,0,non-single (divorced / separated / married / widowed),28,high school,177291,skilled employee / official,2
100000182,0,non-single (divorced / separated / married / widowed),30,high school,168763,management / self-employed / highly qualified employee / officer,1
100000183,0,single,40,high school,77720,unemployed / unskilled,0
100000184,0,single,50,high school,176645,skilled employee / official,2
100000185,0,single,36,high school,106205,skilled employee / official,1
100000186,0,single,31,other / unknown,97785,skilled employee / official,1
100000187,1,non-single (divorced / separated / married / widowed),74,graduate school,214364,management / self-employed / highly qualified employee / officer,1
100000188,0,single,68,university,74525,unemployed / unskilled,0
100000189,0,non-single (divorced / separated / married / widowed),20,high school,98988,skilled employee / official,0
100000190,1,non-single (divorced / separated / married / widowed),33,high school,133561,skilled employee / official,1
100000191,0,single,54,high school,217651,management / self-employed / highly qualified employee / officer,2
100000192,0,single,34,high school,116525,unemployed / unskilled,0
100000193,0,single,36,high school,135302,skilled employee / official,2
100000194,0,non-single (divorced / separated / married / widowed),29,high school,106434,skilled employee / official,1
100000195,0,single,21,other / unknown,128350,skilled employee / official,2
100000196,1,non-single (divorced / separated / married / widowed),34,high school,147626,management / self-employed / highly qualified employee / officer,2
100000197,1,non-single (divorced / separated / married / widowed),28,high school,102697,skilled employee / official,0
100000198,1,non-single (divorced / separated / married / widowed),27,high school,120262,skilled employee / official,0
100000199,0,single,36,high school,124214,skilled employee / official,2
100000200,0,non-single (divorced / separated / married / widowed),40,high school,175223,management / self-employed / highly qualified employee / officer,1
100000201,0,single,52,high school,137467,skilled employee / official,0
100000202,0,non-single (divorced / separated / married / widowed),27,high school,65815,unemployed / unskilled,0
100000203,0,single,26,other / unknown,129864,skilled employee / official,1
100000204,0,non-single (divorced / separated / married / widowed),21,high school,88475,skilled employee / official,1
100000205,0,single,38,high school,74666,unemployed / unskilled,0
100000206,0,single,38,high school,222294,management / self-employed / highly qualified employee / officer,2
100000207,0,single,43,high school,112878,skilled employee / official,0
100000208,0,single,26,other / unknown,103411,skilled employee / official,2
100000209,0,non-single (divorced / separated / married / widowed),21,high school,112868,unemployed / unskilled,0
100000210,0,single,55,high school,157940,skilled employee / official,2
100000211,0,single,33,high school,115835,skilled employee / official,2
100000212,1,non-single (divorced / separated / married / widowed),45,university,109807,unemployed / unskilled,0
100000213,0,single,50,high school,150699,skilled employee / official,1
100000214,0,single,66,university,178967,management / self-employed / highly qualified employee / officer,0
100000215,0,single,51,high school,132767,skilled employee / official,0
100000216,1,non-single (divorced / separated / married / widowed),39,university,86152,unemployed / unskilled,0
100000217,0,single,31,other / unknown,114528,skilled employee / official,2
100000218,0,single,23,other / unknown,133912,skilled employee / official,1
100000219,0,non-single (divorced / separated / married / widowed),24,high school,81210,unemployed / unskilled,0
100000220,1,non-single (divorced / separated / married / widowed),64,graduate school,131242,skilled employee / official,0
100000221,0,non-single (divorced / separated / married / widowed),26,high school,68804,unemployed / unskilled,0
100000222,1,non-single (divorced / separated / married / widowed),23,high school,96961,skilled employee / official,1
100000223,0,single,30,other / unknown,90719,skilled employee / official,2
100000224,0,single,32,other / unknown,114116,skilled employee / official,1
100000225,0,single,30,other / unknown,128639,skilled employee / official,1
100000226,0,single,27,other / unknown,106623,skilled employee / official,1
100000227,0,single,27,other / unknown,236264,skilled employee / official,1
100000228,0,single,53,high school,207783,management / self-employed / highly qualified employee / officer,1
100000229,0,single,22,other / unknown,91739,skilled employee / official,1
100000230,0,single,22,other / unknown,107780,skilled employee / official,2
100000231,0,single,26,other / unknown,139157,skilled employee / official,2
100000232,0,single,51,high school,121751,unemployed / unskilled,0
100000233,0,single,35,high school,121974,skilled employee / official,0
100000234,0,non-single (divorced / separated / married / widowed),25,high school,70320,unemployed / unskilled,0
100000235,0,single,42,high school,78327,unemployed / unskilled,0
100000236,0,single,30,other / unknown,131433,management / self-employed / highly qualified employee / officer,0
100000237,0,single,23,other / unknown,167076,unemployed / unskilled,2
100000238,0,non-single (divorced / separated / married / widowed),61,university,130788,unemployed / unskilled,0
100000239,1,non-single (divorced / separated / married / widowed),35,high school,107408,skilled employee / official,1
100000240,0,single,39,high school,115323,skilled employee / official,1
100000241,1,non-single (divorced / separated / married / widowed),29,high school,99012,skilled employee / official,0
100000242,0,single,51,high school,115996,skilled employee / official,1
100000243,0,single,24,other / unknown,123353,skilled employee / official,1
100000244,1,non-single (divorced / separated / married / widowed),27,high school,100008,skilled employee / official,0
100000245,1,non-single (divorced / separated / married / widowed),35,high school,125105,unemployed / unskilled,0
100000246,0,single,25,other / unknown,92020,skilled employee / official,2
100000247,0,single,52,high school,108365,skilled employee / official,2
100000248,0,single,35,high school,112979,skilled employee / official,0
100000249,0,single,26,other / unknown,117221,skilled employee / official,1
100000250,1,non-single (divorced / separated / married / widowed),22,high school,88800,skilled employee / official,2
100000251,1,non-single (divorced / separated / married / widowed),39,university,115099,unemployed / unskilled,0
100000252,1,non-single (divorced / separated / married / widowed),46,university,113399,unemployed / unskilled,0
100000253,1,non-single (divorced / separated / married / widowed),24,high school,115879,skilled employee / official,1
100000254,0,single,35,high school,141270,skilled employee / official,2
100000255,0,single,24,other / unknown,107633,skilled employee / official,1
100000256,0,single,27,other / unknown,131751,unemployed / unskilled,0
100000257,0,single,35,high school,83687,unemployed / unskilled,0
100000258,0,non-single (divorced / separated / married / widowed),29,high school,106828,skilled employee / official,2
100000259,1,non-single (divorced / separated / married / widowed),23,high school,135537,skilled employee / official,1
100000260,1,non-single (divorced / separated / married / widowed),57,university,107142,unemployed / unskilled,0
100000261,0,single,27,other / unknown,97446,skilled employee / official,1
100000262,1,non-single (divorced / separated / married / widowed),55,university,126357,skilled employee / official,2
100000263,0,single,36,high school,169617,management / self-employed / highly qualified employee / officer,1
100000264,1,non-single (divorced / separated / married / widowed),57,university,108945,unemployed / unskilled,0
100000265,0,single,32,other / unknown,67345,unemployed / unskilled,0
100000266,0,single,37,high school,106215,skilled employee / official,0
100000267,0,single,36,high school,149237,skilled employee / official,0
100000268,1,non-single (divorced / separated / married / widowed),38,high school,112124,skilled employee / official,0
100000269,0,non-single (divorced / separated / married / widowed),45,university,215150,management / self-employed / highly qualified employee / officer,2
100000270,0,single,25,other / unknown,89534,skilled employee / official,1
100000271,0,single,32,other / unknown,111082,skilled employee / official,2
100000272,1,non-single (divorced / separated / married / widowed),37,high school,137069,skilled employee / official,1
100000273,0,single,36,high school,244541,management / self-employed / highly qualified employee / officer,2
100000274,0,single,28,other / unknown,120712,skilled employee / official,1
100000275,0,non-single (divorced / separated / married / widowed),34,high school,175367,unemployed / unskilled,0
100000276,0,single,32,other / unknown,111418,skilled employee / official,1
100000277,1,non-single (divorced / separated / married / widowed),26,high school,110913,skilled employee / official,0
100000278,0,non-single (divorced / separated / married / widowed),49,university,84267,unemployed / unskilled,0
100000279,1,non-single (divorced / separated / married / widowed),32,high school,136886,skilled employee / official,2
100000280,0,single,29,other / unknown,144884,management / self-employed / highly qualified employee / officer,2
100000281,0,single,23,other / unknown,151180,skilled employee / official,1
100000282,0,single,50,high school,114997,skilled employee / official,1
100000283,0,single,49,high school,100961,unemployed / unskilled,0
100000284,0,single,63,university,124849,skilled employee / official,2
100000285,0,non-single (divorced / separated / married / widowed),37,high school,152308,skilled employee / official,2
100000286,1,non-single (divorced / separated / married / widowed),35,high school,167945,unemployed / unskilled,1
100000287,0,single,26,other / unknown,126706,skilled employee / official,2
100000288,0,single,31,other / unknown,210017,management / self-employed / highly qualified employee / officer,2
100000289,1,non-single (divorced / separated / married / widowed),49,university,125665,skilled employee / official,1
100000290,0,non-single (divorced / separated / married / widowed),48,university,111184,skilled employee / official,1
100000291,0,non-single (divorced / separated / married / widowed),26,high school,94134,skilled employee / official,0
100000292,0,non-single (divorced / separated / married / widowed),28,high school,214620,management / self-employed / highly qualified employee / officer,1
100000293,1,non-single (divorced / separated / married / widowed),44,university,193816,management / self-employed / highly qualified employee / officer,1
100000294,0,single,56,high school,168714,skilled employee / official,1
100000295,0,non-single (divorced / separated / married / widowed),46,university,202997,management / self-employed / highly qualified employee / officer,1
100000296,1,non-single (divorced / separated / married / widowed),26,high school,192451,skilled employee / official,2
100000297,1,non-single (divorced / separated / married / widowed),20,high school,127928,skilled employee / official,2
100000298,0,single,45,high school,78253,unemployed / unskilled,0
100000299,0,single,43,high school,118446,skilled employee / official,1
100000300,0,single,32,other / unknown,161379,skilled employee / official,2
100000301,1,non-single (divorced / separated / married / widowed),54,university,56622,unemployed / unskilled,0
100000302,1,non-single (divorced / separated / married / widowed),42,university,146117,skilled employee / official,1
100000303,0,single,37,high school,90418,unemployed / unskilled,0
100000304,0,single,49,high school,109053,skilled employee / official,0
100000305,0,single,44,high school,219319,skilled employee / official,0
100000306,0,non-single (divorced / separated / married / widowed),33,high school,144701,skilled employee / official,1
100000307,1,non-single (divorced / separated / married / widowed),24,high school,102425,unemployed / unskilled,0
100000308,0,non-single (divorced / separated / married / widowed),33,high school,79867,unemployed / unskilled,0
100000309,1,non-single (divorced / separated / married / widowed),24,high school,107114,skilled employee / official,2
100000310,0,non-single (divorced / separated / married / widowed),22,high school,62263,unemployed / unskilled,0
100000311,0,single,40,high school,92567,unemployed / unskilled,0
100000312,0,single,25,other / unknown,146349,skilled employee / official,0
100000313,1,non-single (divorced / separated / married / widowed),26,high school,141825,skilled employee / official,1
100000314,0,non-single (divorced / separated / married / widowed),25,high school,68582,unemployed / unskilled,0
100000315,0,single,29,other / unknown,85476,unemployed / unskilled,0
100000316,0,single,31,other / unknown,111091,skilled employee / official,2
100000317,0,single,38,high school,67110,unemployed / unskilled,0
100000318,1,non-single (divorced / separated / married / widowed),48,university,126154,unemployed / unskilled,0
100000319,0,single,32,other / unknown,92257,skilled employee / official,2
100000320,1,non-single (divorced / separated / married / widowed),27,high school,93605,unemployed / unskilled,0
100000321,0,non-single (divorced / separated / married / widowed),28,high school,165190,management / self-employed / highly qualified employee / officer,0
100000322,0,non-single (divorced / separated / married / widowed),32,high school,107195,skilled employee / official,0
100000323,0,single,34,high school,145059,management / self-employed / highly qualified employee / officer,0
100000324,0,single,28,other / unknown,148363,skilled employee / official,0
100000325,1,non-single (divorced / separated / married / widowed),36,high school,105681,skilled employee / official,2
100000326,0,single,39,high school,93732,unemployed / unskilled,0
100000327,0,single,49,high school,154778,skilled employee / official,2
100000328,1,non-single (divorced / separated / married / widowed),34,high school,149356,skilled employee / official,2
100000329,0,single,31,other / unknown,145670,skilled employee / official,1
100000330,0,single,28,other / unknown,101589,skilled employee / official,2
100000331,0,single,75,university,213333,management / self-employed / highly qualified employee / officer,1
100000332,1,non-single (divorced / separated / married / widowed),30,high school,122420,skilled employee / official,0
100000333,1,non-single (divorced / separated / married / widowed),24,high school,209856,management / self-employed / highly qualified employee / officer,1
100000334,1,non-single (divorced / separated / married / widowed),24,high school,181003,unemployed / unskilled,0
100000335,0,single,23,other / unknown,117804,skilled employee / official,1
100000336,0,non-single (divorced / separated / married / widowed),44,university,160650,management / self-employed / highly qualified employee / officer,1
100000337,1,non-single (divorced / separated / married / widowed),23,high school,84611,unemployed / unskilled,0
100000338,1,non-single (divorced / separated / married / widowed),24,high school,98479,skilled employee / official,2
100000339,0,single,28,other / unknown,122359,skilled employee / official,2
100000340,0,non-single (divorced / separated / married / widowed),31,high school,81394,unemployed / unskilled,0
100000341,1,non-single (divorced / separated / married / widowed),24,high school,150372,skilled employee / official,1
100000342,1,non-single (divorced / separated / married / widowed),26,high school,92385,unemployed / unskilled,0
100000343,0,non-single (divorced / separated / married / widowed),25,high school,149851,skilled employee / official,2
100000344,0,single,33,high school,167939,management / self-employed / highly qualified employee / officer,1
100000345,0,single,37,high school,115426,unemployed / unskilled,0
100000346,1,non-single (divorced / separated / married / widowed),43,university,85402,unemployed / unskilled,0
100000347,0,single,23,other / unknown,95815,skilled employee / official,2
100000348,1,non-single (divorced / separated / married / widowed),23,high school,97518,unemployed / unskilled,0
100000349,0,single,34,high school,87355,unemployed / unskilled,0
100000350,0,single,32,other / unknown,145933,skilled employee / official,1
100000351,1,non-single (divorced / separated / married / widowed),23,high school,97307,skilled employee / official,0
100000352,1,non-single (divorced / separated / married / widowed),29,high school,108434,skilled employee / official,2
100000353,0,single,38,high school,151312,management / self-employed / highly qualified employee / officer,1
100000354,0,single,28,other / unknown,141847,skilled employee / official,1
100000355,0,single,46,high school,130675,skilled employee / official,2
100000356,0,single,23,other / unknown,69309,unemployed / unskilled,0
100000357,0,single,49,high school,121466,skilled employee / official,2
100000358,0,single,26,other / unknown,153586,management / self-employed / highly qualified employee / officer,2
100000359,0,non-single (divorced / separated / married / widowed),28,high school,92849,skilled employee / official,0
100000360,1,non-single (divorced / separated / married / widowed),23,high school,108539,skilled employee / official,2
100000361,0,single,61,university,129556,skilled employee / official,2
100000362,0,single,37,high school,170146,management / self-employed / highly qualified employee / officer,0
100000363,1,non-single (divorced / separated / married / widowed),36,high school,135383,skilled employee / official,1
100000364,0,non-single (divorced / separated / married / widowed),21,high school,96769,skilled employee / official,2
100000365,0,single,25,other / unknown,43684,unemployed / unskilled,0
100000366,0,single,36,high school,103521,skilled employee / official,0
100000367,0,single,27,other / unknown,118499,skilled employee / official,1
100000368,1,non-single (divorced / separated / married / widowed),22,high school,119684,skilled employee / official,2
100000369,0,single,42,high school,126586,skilled employee / official,1
100000370,1,non-single (divorced / separated / married / widowed),40,university,136812,skilled employee / official,2
100000371,0,single,36,high school,118277,skilled employee / official,1
100000372,0,single,33,high school,144597,skilled employee / official,1
100000373,1,non-single (divorced / separated / married / widowed),23,high school,106043,skilled employee / official,0
100000374,0,single,63,university,272314,management / self-employed / highly qualified employee / officer,2
100000375,1,non-single (divorced / separated / married / widowed),60,university,309364,management / self-employed / highly qualified employee / officer,2
100000376,1,non-single (divorced / separated / married / widowed),37,high school,170386,skilled employee / official,1
100000377,0,non-single (divorced / separated / married / widowed),34,high school,112458,skilled employee / official,0
100000378,0,single,36,high school,96840,skilled employee / official,1
100000379,0,single,57,university,281923,management / self-employed / highly qualified employee / officer,1
100000380,1,non-single (divorced / separated / married / widowed),52,university,95551,unemployed / unskilled,0
100000381,0,single,39,high school,112347,skilled employee / official,2
100000382,1,non-single (divorced / separated / married / widowed),38,high school,260977,management / self-employed / highly qualified employee / officer,2
100000383,1,non-single (divorced / separated / married / widowed),25,high school,99354,skilled employee / official,0
100000384,0,single,26,other / unknown,111509,skilled employee / official,2
100000385,0,single,26,other / unknown,105252,unemployed / unskilled,0
100000386,1,non-single (divorced / separated / married / widowed),25,high school,108522,skilled employee / official,0
100000387,1,non-single (divorced / separated / married / widowed),21,high school,94655,skilled employee / official,1
100000388,0,single,40,high school,201699,management / self-employed / highly qualified employee / officer,1
100000389,0,single,27,other / unknown,139868,skilled employee / official,2
100000390,1,non-single (divorced / separated / married / widowed),27,high school,102543,skilled employee / official,1
100000391,0,non-single (divorced / separated / married / widowed),30,high school,134467,management / self-employed / highly qualified employee / officer,2
100000392,1,non-single (divorced / separated / married / widowed),19,high school,111187,unemployed / unskilled,0
100000393,0,single,39,high school,152302,management / self-employed / highly qualified employee / officer,1
100000394,1,non-single (divorced / separated / married / widowed),31,high school,110610,skilled employee / official,2
100000395,0,single,31,other / unknown,137827,management / self-employed / highly qualified employee / officer,2
