ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100000157,0,0.0,48,1.0,124156,1.0,1
100000158,0,1.0,45,2.0,72215,0.0,0
100000159,0,0.0,38,1.0,146529,1.0,2
100000160,0,0.0,34,1.0,75343,0.0,0
100000161,0,0.0,36,1.0,129789,1.0,1
100000162,1,1.0,30,1.0,101153,1.0,1
100000163,0,0.0,36,1.0,127833,1.0,2
100000164,0,0.0,70,2.0,224998,1.0,2
100000165,0,0.0,36,1.0,124445,1.0,2
100000166,0,0.0,32,0.0,141116,1.0,1
100000167,1,1.0,33,1.0,104276,1.0,2
100000168,1,1.0,20,1.0,147687,1.0,2
100000169,1,1.0,25,1.0,125168,1.0,1
100000170,0,1.0,31,1.0,115369,1.0,2
100000171,0,0.0,33,1.0,95445,1.0,0
100000172,1,1.0,26,1.0,95159,1.0,1
100000173,1,1.0,34,1.0,153031,1.0,2
100000174,0,0.0,33,1.0,108899,1.0,0
100000175,0,0.0,26,0.0,113515,1.0,1
100000176,1,1.0,53,2.0,211229,1.0,0
100000177,0,1.0,42,2.0,121307,1.0,0
100000178,0,0.0,52,1.0,131727,1.0,2
100000179,0,0.0,31,0.0,133574,1.0,1
100000180,0,0.0,65,2.0,117334,1.0,0
100000181,0,1.0,28,1.0,177291,1.0,2
100000182,0,1.0,30,1.0,168763,1.0,1
100000183,0,0.0,40,1.0,77720,0.0,0
100000184,0,0.0,50,1.0,176645,1.0,2
100000185,0,0.0,36,1.0,106205,1.0,1
100000186,0,0.0,31,0.0,97785,1.0,1
100000187,1,1.0,74,3.0,214364,1.0,1
100000188,0,0.0,68,2.0,74525,0.0,0
100000189,0,1.0,20,1.0,98988,1.0,0
100000190,1,1.0,33,1.0,133561,1.0,1
100000191,0,0.0,54,1.0,217651,1.0,2
100000192,0,0.0,34,1.0,116525,0.0,0
100000193,0,0.0,36,1.0,135302,1.0,2
100000194,0,1.0,29,1.0,106434,1.0,1
100000195,0,0.0,21,0.0,128350,1.0,2
100000196,1,1.0,34,1.0,147626,1.0,2
100000197,1,1.0,28,1.0,102697,1.0,0
100000198,1,1.0,27,1.0,120262,1.0,0
100000199,0,0.0,36,1.0,124214,1.0,2
100000200,0,1.0,40,1.0,175223,1.0,1
100000201,0,0.0,52,1.0,137467,1.0,0
100000202,0,1.0,27,1.0,65815,0.0,0
100000203,0,0.0,26,0.0,129864,1.0,1
100000204,0,1.0,21,1.0,88475,1.0,1
100000205,0,0.0,38,1.0,74666,0.0,0
100000206,0,0.0,38,1.0,222294,1.0,2
100000207,0,0.0,43,1.0,112878,1.0,0
100000208,0,0.0,26,0.0,103411,1.0,2
100000209,0,1.0,21,1.0,112868,0.0,0
100000210,0,0.0,55,1.0,157940,1.0,2
100000211,0,0.0,33,1.0,115835,1.0,2
100000212,1,1.0,45,2.0,109807,0.0,0
100000213,0,0.0,50,1.0,150699,1.0,1
100000214,0,0.0,66,2.0,178967,1.0,0
100000215,0,0.0,51,1.0,132767,1.0,0
100000216,1,1.0,39,2.0,86152,0.0,0
100000217,0,0.0,31,0.0,114528,1.0,2
100000218,0,0.0,23,0.0,133912,1.0,1
100000219,0,1.0,24,1.0,81210,0.0,0
100000220,1,1.0,64,3.0,131242,1.0,0
100000221,0,1.0,26,1.0,68804,0.0,0
100000222,1,1.0,23,1.0,96961,1.0,1
100000223,0,0.0,30,0.0,90719,1.0,2
100000224,0,0.0,32,0.0,114116,1.0,1
100000225,0,0.0,30,0.0,128639,1.0,1
100000226,0,0.0,27,0.0,106623,1.0,1
100000227,0,0.0,27,0.0,236264,1.0,1
100000228,0,0.0,53,1.0,207783,1.0,1
100000229,0,0.0,22,0.0,91739,1.0,1
100000230,0,0.0,22,0.0,107780,1.0,2
100000231,0,0.0,26,0.0,139157,1.0,2
100000232,0,0.0,51,1.0,121751,0.0,0
100000233,0,0.0,35,1.0,121974,1.0,0
100000234,0,1.0,25,1.0,70320,0.0,0
100000235,0,0.0,42,1.0,78327,0.0,0
100000236,0,0.0,30,0.0,131433,1.0,0
100000237,0,0.0,23,0.0,167076,0.0,2
100000238,0,1.0,61,2.0,130788,0.0,0
100000239,1,1.0,35,1.0,107408,1.0,1
100000240,0,0.0,39,1.0,115323,1.0,1
100000241,1,1.0,29,1.0,99012,1.0,0
100000242,0,0.0,51,1.0,115996,1.0,1
100000243,0,0.0,24,0.0,123353,1.0,1
100000244,1,1.0,27,1.0,100008,1.0,0
100000245,1,1.0,35,1.0,125105,0.0,0
100000246,0,0.0,25,0.0,92020,1.0,2
100000247,0,0.0,52,1.0,108365,1.0,2
100000248,0,0.0,35,1.0,112979,1.0,0
100000249,0,0.0,26,0.0,117221,1.0,1
100000250,1,1.0,22,1.0,88800,1.0,2
100000251,1,1.0,39,2.0,115099,0.0,0
100000252,1,1.0,46,2.0,113399,0.0,0
100000253,1,1.0,24,1.0,115879,1.0,1
100000254,0,0.0,35,1.0,141270,1.0,2
100000255,0,0.0,24,0.0,107633,1.0,1
100000256,0,0.0,27,0.0,131751,0.0,0
100000257,0,0.0,35,1.0,83687,0.0,0
100000258,0,1.0,29,1.0,106828,1.0,2
100000259,1,1.0,23,1.0,135537,1.0,1
100000260,1,1.0,57,2.0,107142,0.0,0
100000261,0,0.0,27,0.0,97446,1.0,1
100000262,1,1.0,55,2.0,126357,1.0,2
100000263,0,0.0,36,1.0,169617,1.0,1
100000264,1,1.0,57,2.0,108945,0.0,0
100000265,0,0.0,32,0.0,67345,0.0,0
100000266,0,0.0,37,1.0,106215,1.0,0
100000267,0,0.0,36,1.0,149237,1.0,0
100000268,1,1.0,38,1.0,112124,1.0,0
100000269,0,1.0,45,2.0,215150,1.0,2
100000270,0,0.0,25,0.0,89534,1.0,1
100000271,0,0.0,32,0.0,111082,1.0,2
100000272,1,1.0,37,1.0,137069,1.0,1
100000273,0,0.0,36,1.0,244541,1.0,2
100000274,0,0.0,28,0.0,120712,1.0,1
100000275,0,1.0,34,1.0,175367,0.0,0
100000276,0,0.0,32,0.0,111418,1.0,1
100000277,1,1.0,26,1.0,110913,1.0,0
100000278,0,1.0,49,2.0,84267,0.0,0
100000279,1,1.0,32,1.0,136886,1.0,2
100000280,0,0.0,29,0.0,144884,1.0,2
100000281,0,0.0,23,0.0,151180,1.0,1
100000282,0,0.0,50,1.0,114997,1.0,1
100000283,0,0.0,49,1.0,100961,0.0,0
100000284,0,0.0,63,2.0,124849,1.0,2
100000285,0,1.0,37,1.0,152308,1.0,2
100000286,1,1.0,35,1.0,167945,0.0,1
100000287,0,0.0,26,0.0,126706,1.0,2
100000288,0,0.0,31,0.0,210017,1.0,2
100000289,1,1.0,49,2.0,125665,1.0,1
100000290,0,1.0,48,2.0,111184,1.0,1
100000291,0,1.0,26,1.0,94134,1.0,0
100000292,0,1.0,28,1.0,214620,1.0,1
100000293,1,1.0,44,2.0,193816,1.0,1
100000294,0,0.0,56,1.0,168714,1.0,1
100000295,0,1.0,46,2.0,202997,1.0,1
100000296,1,1.0,26,1.0,192451,1.0,2
100000297,1,1.0,20,1.0,127928,1.0,2
100000298,0,0.0,45,1.0,78253,0.0,0
100000299,0,0.0,43,1.0,118446,1.0,1
100000300,0,0.0,32,0.0,161379,1.0,2
100000301,1,1.0,54,2.0,56622,0.0,0
100000302,1,1.0,42,2.0,146117,1.0,1
100000303,0,0.0,37,1.0,90418,0.0,0
100000304,0,0.0,49,1.0,109053,1.0,0
100000305,0,0.0,44,1.0,219319,1.0,0
100000306,0,1.0,33,1.0,144701,1.0,1
100000307,1,1.0,24,1.0,102425,0.0,0
100000308,0,1.0,33,1.0,79867,0.0,0
100000309,1,1.0,24,1.0,107114,1.0,2
100000310,0,1.0,22,1.0,62263,0.0,0
100000311,0,0.0,40,1.0,92567,0.0,0
100000312,0,0.0,25,0.0,146349,1.0,0
100000313,1,1.0,26,1.0,141825,1.0,1
100000314,0,1.0,25,1.0,68582,0.0,0
100000315,0,0.0,29,0.0,85476,0.0,0
100000316,0,0.0,31,0.0,111091,1.0,2
100000317,0,0.0,38,1.0,67110,0.0,0
100000318,1,1.0,48,2.0,126154,0.0,0
100000319,0,0.0,32,0.0,92257,1.0,2
100000320,1,1.0,27,1.0,93605,0.0,0
100000321,0,1.0,28,1.0,165190,1.0,0
100000322,0,1.0,32,1.0,107195,1.0,0
100000323,0,0.0,34,1.0,145059,1.0,0
100000324,0,0.0,28,0.0,148363,1.0,0
100000325,1,1.0,36,1.0,105681,1.0,2
100000326,0,0.0,39,1.0,93732,0.0,0
100000327,0,0.0,49,1.0,154778,1.0,2
100000328,1,1.0,34,1.0,149356,1.0,2
100000329,0,0.0,31,0.0,145670,1.0,1
100000330,0,0.0,28,0.0,101589,1.0,2
100000331,0,0.0,75,2.0,213333,1.0,1
100000332,1,1.0,30,1.0,122420,1.0,0
100000333,1,1.0,24,1.0,209856,1.0,1
100000334,1,1.0,24,1.0,181003,0.0,0
100000335,0,0.0,23,0.0,117804,1.0,1
100000336,0,1.0,44,2.0,160650,1.0,1
100000337,1,1.0,23,1.0,84611,0.0,0
100000338,1,1.0,24,1.0,98479,1.0,2
100000339,0,0.0,28,0.0,122359,1.0,2
100000340,0,1.0,31,1.0,81394,0.0,0
100000341,1,1.0,24,1.0,150372,1.0,1
100000342,1,1.0,26,1.0,92385,0.0,0
100000343,0,1.0,25,1.0,149851,1.0,2
100000344,0,0.0,33,1.0,167939,1.0,1
100000345,0,0.0,37,1.0,115426,0.0,0
100000346,1,1.0,43,2.0,85402,0.0,0
100000347,0,0.0,23,0.0,95815,1.0,2
100000348,1,1.0,23,1.0,97518,0.0,0
100000349,0,0.0,34,1.0,87355,0.0,0
100000350,0,0.0,32,0.0,145933,1.0,1
100000351,1,1.0,23,1.0,97307,1.0,0
100000352,1,1.0,29,1.0,108434,1.0,2
100000353,0,0.0,38,1.0,151312,1.0,1
100000354,0,0.0,28,0.0,141847,1.0,1
100000355,0,0.0,46,1.0,130675,1.0,2
100000356,0,0.0,23,0.0,69309,0.0,0
100000357,0,0.0,49,1.0,121466,1.0,2
100000358,0,0.0,26,0.0,153586,1.0,2
100000359,0,1.0,28,1.0,92849,1.0,0
100000360,1,1.0,23,1.0,108539,1.0,2
100000361,0,0.0,61,2.0,129556,1.0,2
100000362,0,0.0,37,1.0,170146,1.0,0
100000363,1,1.0,36,1.0,135383,1.0,1
100000364,0,1.0,21,1.0,96769,1.0,2
100000365,0,0.0,25,0.0,43684,0.0,0
100000366,0,0.0,36,1.0,103521,1.0,0
100000367,0,0.0,27,0.0,118499,1.0,1
100000368,1,1.0,22,1.0,119684,1.0,2
100000369,0,0.0,42,1.0,126586,1.0,1
100000370,1,1.0,40,2.0,136812,1.0,2
100000371,0,0.0,36,1.0,118277,1.0,1
100000372,0,0.0,33,1.0,144597,1.0,1
100000373,1,1.0,23,1.0,106043,1.0,0
100000374,0,0.0,63,2.0,272314,1.0,2
100000375,1,1.0,60,2.0,309364,1.0,2
100000376,1,1.0,37,1.0,170386,1.0,1
100000377,0,1.0,34,1.0,112458,1.0,0
100000378,0,0.0,36,1.0,96840,1.0,1
100000379,0,0.0,57,2.0,281923,1.0,1
100000380,1,1.0,52,2.0,95551,0.0,0
100000381,0,0.0,39,1.0,112347,1.0,2
100000382,1,1.0,38,1.0,260977,1.0,2
100000383,1,1.0,25,1.0,99354,1.0,0
100000384,0,0.0,26,0.0,111509,1.0,2
100000385,0,0.0,26,0.0,105252,0.0,0
100000386,1,1.0,25,1.0,108522,1.0,0
100000387,1,1.0,21,1.0,94655,1.0,1
100000388,0,0.0,40,1.0,201699,1.0,1
100000389,0,0.0,27,0.0,139868,1.0,2
100000390,1,1.0,27,1.0,102543,1.0,1
100000391,0,1.0,30,1.0,134467,1.0,2
100000392,1,1.0,19,1.0,111187,0.0,0
100000393,0,0.0,39,1.0,152302,1.0,1
100000394,1,1.0,31,1.0,110610,1.0,2
100000395,0,0.0,31,0.0,137827,1.0,2
100000396,0,0.0,32,0.0,220923,1.0,2
100000397,1,1.0,55,2.0,165717,1.0,2
100000398,0,1.0,46,2.0,122299,1.0,0
100000399,0,1.0,46,2.0,120499,1.0,0
100000400,1,1.0,43,2.0,126449,0.0,0
100000401,0,1.0,39,1.0,108315,1.0,2
100000402,0,1.0,28,1.0,112515,1.0,1
100000403,0,0.0,27,0.0,164559,1.0,1
100000404,0,0.0,27,0.0,59238,0.0,0
100000405,0,0.0,43,1.0,131133,1.0,0
100000406,0,1.0,22,1.0,109188,1.0,0
100000407,0,0.0,43,1.0,115393,1.0,1
100000408,0,1.0,27,1.0,94711,1.0,2
100000409,0,1.0,26,1.0,171860,1.0,0
100000410,0,1.0,28,1.0,139414,1.0,2
100000411,1,1.0,20,1.0,110931,1.0,1
100000412,0,0.0,35,1.0,187549,1.0,2
100000413,0,0.0,42,1.0,145508,1.0,0
100000414,0,0.0,40,1.0,104240,0.0,0
100000415,1,1.0,35,1.0,108272,1.0,1
100000416,0,0.0,35,1.0,144004,1.0,2
100000417,0,0.0,33,1.0,81083,0.0,0
100000418,1,1.0,23,1.0,166763,1.0,1
100000419,1,1.0,31,1.0,175530,1.0,1
100000420,1,1.0,33,1.0,112422,1.0,1
100000421,1,1.0,20,1.0,154134,1.0,2
100000422,0,0.0,30,0.0,112401,1.0,1
100000423,0,0.0,47,1.0,85690,0.0,0
100000424,0,0.0,34,1.0,145896,1.0,2
100000425,1,1.0,25,1.0,122552,1.0,2
100000426,0,1.0,21,1.0,115494,1.0,2
100000427,0,0.0,29,0.0,109467,1.0,0
100000428,0,0.0,46,1.0,148226,1.0,2
100000429,0,0.0,20,0.0,88559,1.0,1
100000430,1,1.0,55,2.0,62393,0.0,0
100000431,0,0.0,74,2.0,122133,0.0,0
100000432,0,0.0,29,0.0,230883,1.0,2
100000433,0,0.0,36,1.0,136689,1.0,2
100000434,0,1.0,33,1.0,109145,1.0,0
100000435,0,0.0,25,0.0,100449,1.0,2
100000436,0,1.0,25,1.0,106253,1.0,0
100000437,0,1.0,23,1.0,84747,0.0,0
100000438,1,1.0,37,1.0,149465,1.0,1
100000439,0,0.0,65,2.0,84435,0.0,0
100000440,1,1.0,26,1.0,51681,0.0,0
100000441,0,0.0,39,1.0,139198,1.0,1
100000442,1,1.0,30,1.0,106577,1.0,1
100000443,0,0.0,29,0.0,117372,1.0,2
100000444,0,0.0,41,1.0,69609,0.0,0
100000445,1,1.0,30,1.0,178947,1.0,2
100000446,1,1.0,41,2.0,81743,0.0,0
100000447,1,1.0,34,1.0,111900,1.0,1
100000448,0,0.0,35,1.0,121650,1.0,0
100000449,1,1.0,55,2.0,172639,1.0,2
100000450,0,1.0,61,2.0,175740,1.0,1
100000451,0,0.0,30,0.0,220050,1.0,2
100000452,1,1.0,29,1.0,95200,1.0,1
100000453,0,0.0,34,1.0,113609,1.0,1
100000454,0,0.0,35,1.0,143552,1.0,2
100000455,0,0.0,31,0.0,130973,1.0,2
100000456,1,1.0,29,1.0,145946,1.0,2
100000457,0,0.0,36,1.0,126206,1.0,1
100000458,0,0.0,35,1.0,120426,1.0,0
100000459,1,1.0,27,1.0,91925,1.0,2
100000460,0,0.0,32,0.0,129630,1.0,2
100000461,0,0.0,37,1.0,124268,1.0,2
100000462,0,0.0,36,1.0,105240,1.0,1
100000463,1,1.0,34,1.0,162180,1.0,0
100000464,0,0.0,38,1.0,106552,1.0,2
100000465,0,0.0,34,1.0,105843,1.0,2
100000466,0,0.0,63,2.0,138327,1.0,1
100000467,1,1.0,29,1.0,76154,0.0,0
100000468,0,0.0,32,0.0,155012,1.0,1
100000469,1,1.0,26,1.0,114369,1.0,1
100000470,0,0.0,35,1.0,102839,0.0,0
100000471,0,1.0,22,1.0,132796,1.0,0
100000472,1,1.0,23,1.0,89742,1.0,2
100000473,0,0.0,28,0.0,58615,0.0,0
100000474,0,0.0,36,1.0,130603,1.0,2
100000475,0,1.0,33,1.0,110340,1.0,0
100000476,1,1.0,26,1.0,117729,1.0,2
100000477,0,0.0,24,0.0,130808,1.0,0
100000478,0,0.0,25,0.0,147402,1.0,2
100000479,0,0.0,39,1.0,93567,0.0,0
100000480,0,0.0,44,1.0,109289,1.0,1
100000481,1,1.0,23,1.0,98742,0.0,0
100000482,0,0.0,26,0.0,101270,1.0,0
100000483,1,1.0,57,2.0,187835,1.0,1
100000484,1,1.0,30,1.0,140741,1.0,0
100000485,0,0.0,44,1.0,133265,1.0,2
100000486,0,0.0,47,1.0,148100,1.0,2
100000487,0,0.0,52,1.0,131021,1.0,2
100000488,1,1.0,62,2.0,152620,1.0,2
100000489,0,0.0,35,1.0,85033,0.0,0
100000490,0,0.0,26,0.0,114514,1.0,1
100000491,0,0.0,26,0.0,99307,1.0,1
100000492,1,1.0,42,2.0,219451,1.0,2
100000493,1,1.0,27,1.0,114007,1.0,0
100000494,0,0.0,38,1.0,102846,1.0,0
100000495,0,0.0,39,1.0,81483,0.0,0
100000496,0,1.0,20,1.0,107779,1.0,2
100000497,0,0.0,29,0.0,222360,1.0,2
100000498,0,0.0,40,1.0,107125,1.0,0
100000499,0,1.0,32,1.0,80080,0.0,0
100000500,0,1.0,28,1.0,129600,1.0,0
100000501,1,1.0,27,1.0,118613,1.0,1
100000502,0,0.0,42,1.0,146237,1.0,1
100000503,0,1.0,49,2.0,144461,1.0,2
100000504,0,0.0,38,1.0,124487,1.0,0
100000505,1,1.0,24,1.0,97826,1.0,0
100000506,0,0.0,27,0.0,64105,0.0,0
100000507,0,0.0,36,1.0,156374,1.0,2
100000508,0,0.0,34,1.0,205383,1.0,2
100000509,0,1.0,28,1.0,98964,1.0,2
100000510,0,0.0,45,1.0,221842,1.0,2
100000511,0,0.0,26,0.0,88027,1.0,2
100000512,0,0.0,32,0.0,160513,1.0,2
100000513,0,0.0,26,0.0,124536,1.0,2
100000514,0,1.0,20,1.0,93634,1.0,0
100000515,0,0.0,54,1.0,124725,1.0,0
100000516,1,1.0,37,1.0,102456,1.0,0
100000517,0,0.0,40,1.0,74975,0.0,0
100000518,1,1.0,23,1.0,153861,1.0,1
100000519,0,0.0,43,1.0,119351,1.0,2
100000520,0,0.0,36,1.0,95438,1.0,2
100000521,0,0.0,44,1.0,147967,1.0,2
100000522,1,1.0,24,1.0,116863,1.0,1
100000523,0,0.0,53,1.0,170622,1.0,1
100000524,1,1.0,23,1.0,132426,1.0,1
100000525,1,1.0,26,1.0,77519,0.0,0
100000526,0,0.0,30,0.0,169405,1.0,2
100000527,1,1.0,31,1.0,120030,1.0,0
100000528,0,0.0,42,1.0,77933,0.0,0
100000529,0,1.0,31,1.0,109892,1.0,1
100000530,0,0.0,41,1.0,69062,0.0,0
100000531,0,0.0,32,0.0,116348,1.0,0
100000532,1,1.0,28,1.0,137188,1.0,1
100000533,0,1.0,41,1.0,110199,1.0,0
100000534,0,1.0,26,1.0,109890,1.0,1
100000535,0,0.0,25,0.0,109751,1.0,2
100000536,0,1.0,33,1.0,129651,1.0,1
100000537,1,1.0,75,3.0,170113,1.0,1
100000538,1,1.0,37,1.0,140285,1.0,1
100000539,0,0.0,42,1.0,198029,1.0,2
100000540,1,1.0,45,2.0,120262,0.0,0
100000541,0,1.0,23,1.0,105137,1.0,1
100000542,0,0.0,60,2.0,127371,1.0,0
100000543,0,0.0,31,0.0,145689,1.0,0
100000544,0,0.0,34,1.0,102617,0.0,1
100000545,0,0.0,61,2.0,90709,0.0,0
100000546,0,0.0,43,1.0,107099,1.0,1
100000547,1,1.0,37,1.0,116021,1.0,2
100000548,0,0.0,32,0.0,100426,1.0,2
100000549,1,1.0,24,1.0,62249,0.0,0
100000550,0,0.0,35,1.0,172957,1.0,1
100000551,1,1.0,23,1.0,95003,1.0,1
100000552,0,0.0,45,1.0,109698,0.0,0
100000553,0,1.0,34,1.0,157376,1.0,0
100000554,0,0.0,27,0.0,123191,1.0,2
100000555,1,1.0,67,3.0,171052,1.0,0
100000556,0,0.0,22,0.0,99328,1.0,0
100000557,1,1.0,28,1.0,133799,1.0,2
